Date,PM2.5,AQI,AQI-Bucket
28,29.4,87.0,Moderate
2013-04-29,35.2,,
29,35.2,100.0,Moderate
2013-04-30,25.9,,
30,25.9,80.0,Moderate
2013-04-,31.5,,
,31.5,92.0,Moderate
2013-05-1,33.5,,
1,33.5,96.0,Moderate
2013-05-2,31.3,,
2,31.3,91.0,Moderate
2013-05-3,37,,
3,37.0,105.0,Unhealthy for Sensitive Groups
2013-05-4,35.2,,
4,35.2,100.0,Moderate
2013-05-5,29.4,,
5,29.4,87.0,Moderate
2013-05-6,27.8,,
6,27.8,84.0,Moderate
2013-05-7,33.5,,
7,33.5,96.0,Moderate
2013-05-8,37,,
8,37.0,105.0,Unhealthy for Sensitive Groups
2013-05-9,38.9,,
9,38.9,109.0,Unhealthy for Sensitive Groups
2013-05-10,40.7,,
10,40.7,114.0,Unhealthy for Sensitive Groups
2013-05-11,35.2,,
11,35.2,100.0,Moderate
2013-05-12,40.7,,
12,40.7,114.0,Unhealthy for Sensitive Groups
2013-05-13,24.1,,
13,24.1,76.0,Moderate
2013-05-14,33.5,,
14,33.5,96.0,Moderate
2013-05-15,38.9,,
15,38.9,109.0,Unhealthy for Sensitive Groups
2013-05-16,31.3,,
16,31.3,91.0,Moderate
2013-05-17,29.4,,
17,29.4,87.0,Moderate
2013-05-18,-,,
18,,,Invalid
2013-05-19,35.2,,
19,35.2,100.0,Moderate
2013-05-20,37,,
20,37.0,105.0,Unhealthy for Sensitive Groups
2013-05-21,33.5,,
21,33.5,96.0,Moderate
2013-05-22,46.5,,
22,46.5,128.0,Unhealthy for Sensitive Groups
2013-05-23,50,,
23,50.0,137.0,Unhealthy for Sensitive Groups
2013-05-24,44.3,,
24,44.3,123.0,Unhealthy for Sensitive Groups
2013-05-25,44.3,,
25,44.3,123.0,Unhealthy for Sensitive Groups
2013-05-26,42.4,,
26,42.4,118.0,Unhealthy for Sensitive Groups
2013-05-27,37,,
27,37.0,105.0,Unhealthy for Sensitive Groups
2013-05-28,55.4,,
28,55.4,150.0,Unhealthy for Sensitive Groups
2013-05-29,48.2,,
29,48.2,132.0,Unhealthy for Sensitive Groups
2013-05-30,48.2,,
30,48.2,132.0,Unhealthy for Sensitive Groups
2013-05-31,40.7,,
31,40.7,114.0,Unhealthy for Sensitive Groups
2013-05-,38,,
,38.0,107.0,Unhealthy for Sensitive Groups
2013-06-1,29.4,,
1,29.4,87.0,Moderate
2013-06-2,33.5,,
2,33.5,96.0,Moderate
2013-06-3,27.8,,
3,27.8,84.0,Moderate
2013-06-4,37,,
4,37.0,105.0,Unhealthy for Sensitive Groups
2013-06-5,38.9,,
5,38.9,109.0,Unhealthy for Sensitive Groups
2013-06-6,35.2,,
6,35.2,100.0,Moderate
2013-06-7,37,,
7,37.0,105.0,Unhealthy for Sensitive Groups
2013-06-8,37,,
8,37.0,105.0,Unhealthy for Sensitive Groups
2013-06-9,24.1,,
9,24.1,76.0,Moderate
2013-06-10,24.1,,
10,24.1,76.0,Moderate
2013-06-11,31.3,,
11,31.3,91.0,Moderate
2013-06-12,64.8,,
12,64.8,156.0,Unhealthy
2013-06-13,37,,
13,37.0,105.0,Unhealthy for Sensitive Groups
2013-06-14,29.4,,
14,29.4,87.0,Moderate
2013-06-15,31.3,,
15,31.3,91.0,Moderate
2013-06-16,27.8,,
16,27.8,84.0,Moderate
2013-06-17,27.8,,
17,27.8,84.0,Moderate
2013-06-18,42.4,,
18,42.4,118.0,Unhealthy for Sensitive Groups
2013-06-19,25.9,,
19,25.9,80.0,Moderate
2013-06-20,29.4,,
20,29.4,87.0,Moderate
2013-06-21,33.5,,
21,33.5,96.0,Moderate
2013-06-22,35.2,,
22,35.2,100.0,Moderate
2013-06-23,44.3,,
23,44.3,123.0,Unhealthy for Sensitive Groups
2013-06-24,29.4,,
24,29.4,87.0,Moderate
2013-06-25,33.5,,
25,33.5,96.0,Moderate
2013-06-26,27.8,,
26,27.8,84.0,Moderate
2013-06-27,46.5,,
27,46.5,128.0,Unhealthy for Sensitive Groups
2013-06-28,46.5,,
28,46.5,128.0,Unhealthy for Sensitive Groups
2013-06-29,40.7,,
29,40.7,114.0,Unhealthy for Sensitive Groups
2013-06-30,31.3,,
30,31.3,91.0,Moderate
2013-06-,34.7,,
,34.7,99.0,Moderate
2013-07-1,33.5,,
1,33.5,96.0,Moderate
2013-07-2,44.3,,
2,44.3,123.0,Unhealthy for Sensitive Groups
2013-07-3,44.3,,
3,44.3,123.0,Unhealthy for Sensitive Groups
2013-07-4,29.4,,
4,29.4,87.0,Moderate
2013-07-5,29.4,,
5,29.4,87.0,Moderate
2013-07-6,24.1,,
6,24.1,76.0,Moderate
2013-07-7,27.8,,
7,27.8,84.0,Moderate
2013-07-8,25.9,,
8,25.9,80.0,Moderate
2013-07-9,44.3,,
9,44.3,123.0,Unhealthy for Sensitive Groups
2013-07-10,50,,
10,50.0,137.0,Unhealthy for Sensitive Groups
2013-07-11,29.4,,
11,29.4,87.0,Moderate
2013-07-12,31.3,,
12,31.3,91.0,Moderate
2013-07-13,33.5,,
13,33.5,96.0,Moderate
2013-07-14,33.5,,
14,33.5,96.0,Moderate
2013-07-15,40.7,,
15,40.7,114.0,Unhealthy for Sensitive Groups
2013-07-16,27.8,,
16,27.8,84.0,Moderate
2013-07-17,27.8,,
17,27.8,84.0,Moderate
2013-07-18,37,,
18,37.0,105.0,Unhealthy for Sensitive Groups
2013-07-19,35.2,,
19,35.2,100.0,Moderate
2013-07-20,27.8,,
20,27.8,84.0,Moderate
2013-07-21,27.8,,
21,27.8,84.0,Moderate
2013-07-22,29.4,,
22,29.4,87.0,Moderate
2013-07-23,25.9,,
23,25.9,80.0,Moderate
2013-07-24,25.9,,
24,25.9,80.0,Moderate
2013-07-25,25.9,,
25,25.9,80.0,Moderate
2013-07-26,22.2,,
26,22.2,72.0,Moderate
2013-07-27,27.8,,
27,27.8,84.0,Moderate
2013-07-28,29.4,,
28,29.4,87.0,Moderate
2013-07-29,37,,
29,37.0,105.0,Unhealthy for Sensitive Groups
2013-07-30,29.4,,
30,29.4,87.0,Moderate
2013-07-31,27.8,,
31,27.8,84.0,Moderate
2013-07-,31.8,,
,31.8,92.0,Moderate
2013-08-1,25.9,,
1,25.9,80.0,Moderate
2013-08-2,28.7,,
2,28.7,86.0,Moderate
2013-08-3,22.2,,
3,22.2,72.0,Moderate
2013-08-4,25.9,,
4,25.9,80.0,Moderate
2013-08-5,22.2,,
5,22.2,72.0,Moderate
2013-08-6,25.9,,
6,25.9,80.0,Moderate
2013-08-7,53.9,,
7,53.9,146.0,Unhealthy for Sensitive Groups
2013-08-8,43.2,,
8,43.2,120.0,Unhealthy for Sensitive Groups
2013-08-9,53.9,,
9,53.9,146.0,Unhealthy for Sensitive Groups
2013-08-10,25.9,,
10,25.9,80.0,Moderate
2013-08-11,18.3,,
11,18.3,64.0,Moderate
2013-08-12,28.7,,
12,28.7,86.0,Moderate
2013-08-13,46.9,,
13,46.9,129.0,Unhealthy for Sensitive Groups
2013-08-14,24.1,,
14,24.1,76.0,Moderate
2013-08-15,22.2,,
15,22.2,72.0,Moderate
2013-08-16,25.9,,
16,25.9,80.0,Moderate
2013-08-17,33.5,,
17,33.5,96.0,Moderate
2013-08-18,35.9,,
18,35.9,102.0,Unhealthy for Sensitive Groups
2013-08-19,33.5,,
19,33.5,96.0,Moderate
2013-08-20,33.5,,
20,33.5,96.0,Moderate
2013-08-21,44.6,,
21,44.6,123.0,Unhealthy for Sensitive Groups
2013-08-22,31.7,,
22,31.7,92.0,Moderate
2013-08-23,-,,
23,,,Invalid
2013-08-24,53.9,,
24,53.9,146.0,Unhealthy for Sensitive Groups
2013-08-25,25.9,,
25,25.9,80.0,Moderate
2013-08-26,29.4,,
26,29.4,87.0,Moderate
2013-08-27,43.2,,
27,43.2,120.0,Unhealthy for Sensitive Groups
2013-08-28,35.9,,
28,35.9,102.0,Unhealthy for Sensitive Groups
2013-08-29,46.9,,
29,46.9,129.0,Unhealthy for Sensitive Groups
2013-08-30,31.7,,
30,31.7,92.0,Moderate
2013-08-31,33.5,,
31,33.5,96.0,Moderate
2013-08-,33.6,,
,33.6,96.0,Moderate
2013-09-1,50.4,,
1,50.4,138.0,Unhealthy for Sensitive Groups
2013-09-2,46.9,,
2,46.9,129.0,Unhealthy for Sensitive Groups
2013-09-3,57.6,,
3,57.6,152.0,Unhealthy
2013-09-4,29.4,,
4,29.4,87.0,Moderate
2013-09-5,48.2,,
5,48.2,132.0,Unhealthy for Sensitive Groups
2013-09-6,37,,
6,37.0,105.0,Unhealthy for Sensitive Groups
2013-09-7,37,,
7,37.0,105.0,Unhealthy for Sensitive Groups
2013-09-8,43.2,,
8,43.2,120.0,Unhealthy for Sensitive Groups
2013-09-9,22.2,,
9,22.2,72.0,Moderate
2013-09-10,28.7,,
10,28.7,86.0,Moderate
2013-09-11,25.9,,
11,25.9,80.0,Moderate
2013-09-12,43.2,,
12,43.2,120.0,Unhealthy for Sensitive Groups
2013-09-13,27.8,,
13,27.8,84.0,Moderate
2013-09-14,35.9,,
14,35.9,102.0,Unhealthy for Sensitive Groups
2013-09-15,46.5,,
15,46.5,128.0,Unhealthy for Sensitive Groups
2013-09-16,50.4,,
16,50.4,138.0,Unhealthy for Sensitive Groups
2013-09-17,29.4,,
17,29.4,87.0,Moderate
2013-09-18,35.2,,
18,35.2,100.0,Moderate
2013-09-19,35.2,,
19,35.2,100.0,Moderate
2013-09-20,79.1,,
20,79.1,163.0,Unhealthy
2013-09-21,29.4,,
21,29.4,87.0,Moderate
2013-09-22,37,,
22,37.0,105.0,Unhealthy for Sensitive Groups
2013-09-23,35.9,,
23,35.9,102.0,Unhealthy for Sensitive Groups
2013-09-24,24.1,,
24,24.1,76.0,Moderate
2013-09-25,33.5,,
25,33.5,96.0,Moderate
2013-09-26,37,,
26,37.0,105.0,Unhealthy for Sensitive Groups
2013-09-27,27.8,,
27,27.8,84.0,Moderate
2013-09-28,29.4,,
28,29.4,87.0,Moderate
2013-09-29,18.3,,
29,18.3,64.0,Moderate
2013-09-30,33.5,,
30,33.5,96.0,Moderate
2013-09-,37.2,,
,37.2,105.0,Unhealthy for Sensitive Groups
2013-10-1,27.8,,
1,27.8,84.0,Moderate
2013-10-2,37,,
2,37.0,105.0,Unhealthy for Sensitive Groups
2013-10-3,33.5,,
3,33.5,96.0,Moderate
2013-10-4,24.1,,
4,24.1,76.0,Moderate
2013-10-5,29.4,,
5,29.4,87.0,Moderate
2013-10-6,27.8,,
6,27.8,84.0,Moderate
2013-10-7,18.3,,
7,18.3,64.0,Moderate
2013-10-8,22.2,,
8,22.2,72.0,Moderate
2013-10-9,24.1,,
9,24.1,76.0,Moderate
2013-10-10,29.4,,
10,29.4,87.0,Moderate
2013-10-11,22.2,,
11,22.2,72.0,Moderate
2013-10-12,48.2,,
12,48.2,132.0,Unhealthy for Sensitive Groups
2013-10-13,18.3,,
13,18.3,64.0,Moderate
2013-10-14,29.4,,
14,29.4,87.0,Moderate
2013-10-15,25.9,,
15,25.9,80.0,Moderate
2013-10-16,46.9,,
16,46.9,129.0,Unhealthy for Sensitive Groups
2013-10-17,29.4,,
17,29.4,87.0,Moderate
2013-10-18,22.2,,
18,22.2,72.0,Moderate
2013-10-19,22.2,,
19,22.2,72.0,Moderate
2013-10-20,22.2,,
20,22.2,72.0,Moderate
2013-10-21,35.9,,
21,35.9,102.0,Unhealthy for Sensitive Groups
2013-10-22,18.3,,
22,18.3,64.0,Moderate
2013-10-23,18.3,,
23,18.3,64.0,Moderate
2013-10-24,33.5,,
24,33.5,96.0,Moderate
2013-10-25,22.2,,
25,22.2,72.0,Moderate
2013-10-26,32.4,,
26,32.4,94.0,Moderate
2013-10-27,21.7,,
27,21.7,71.0,Moderate
2013-10-28,22.2,,
28,22.2,72.0,Moderate
2013-10-29,29.4,,
29,29.4,87.0,Moderate
2013-10-30,28.7,,
30,28.7,86.0,Moderate
2013-10-31,43.2,,
31,43.2,120.0,Unhealthy for Sensitive Groups
2013-10-,27.9,,
,27.9,84.0,Moderate
2013-11-1,28.7,,
1,28.7,86.0,Moderate
2013-11-2,24.1,,
2,24.1,76.0,Moderate
2013-11-3,24.1,,
3,24.1,76.0,Moderate
2013-11-4,16.5,,
4,16.5,60.0,Moderate
2013-11-5,46.9,,
5,46.9,129.0,Unhealthy for Sensitive Groups
2013-11-6,16.5,,
6,16.5,60.0,Moderate
2013-11-7,25.9,,
7,25.9,80.0,Moderate
2013-11-8,31.7,,
8,31.7,92.0,Moderate
2013-11-9,27.8,,
9,27.8,84.0,Moderate
2013-11-10,39.6,,
10,39.6,111.0,Unhealthy for Sensitive Groups
2013-11-11,18.3,,
11,18.3,64.0,Moderate
2013-11-12,18.3,,
12,18.3,64.0,Moderate
2013-11-13,20.6,,
13,20.6,69.0,Moderate
2013-11-14,20.6,,
14,20.6,69.0,Moderate
2013-11-15,46.9,,
15,46.9,129.0,Unhealthy for Sensitive Groups
2013-11-16,28.7,,
16,28.7,86.0,Moderate
2013-11-17,35.2,,
17,35.2,100.0,Moderate
2013-11-18,31.7,,
18,31.7,92.0,Moderate
2013-11-19,18.3,,
19,18.3,64.0,Moderate
2013-11-20,32.4,,
20,32.4,94.0,Moderate
2013-11-21,21.7,,
21,21.7,71.0,Moderate
2013-11-22,37,,
22,37.0,105.0,Unhealthy for Sensitive Groups
2013-11-23,20.6,,
23,20.6,69.0,Moderate
2013-11-24,25.9,,
24,25.9,80.0,Moderate
2013-11-25,32.4,,
25,32.4,94.0,Moderate
2013-11-26,18.3,,
26,18.3,64.0,Moderate
2013-11-27,22.2,,
27,22.2,72.0,Moderate
2013-11-28,27.8,,
28,27.8,84.0,Moderate
2013-11-29,37,,
29,37.0,105.0,Unhealthy for Sensitive Groups
2013-11-30,22.2,,
30,22.2,72.0,Moderate
2013-11-,27.3,,
,27.3,83.0,Moderate
2013-12-1,32.4,,
1,32.4,94.0,Moderate
2013-12-2,18.3,,
2,18.3,64.0,Moderate
2013-12-3,31.7,,
3,31.7,92.0,Moderate
2013-12-4,40.7,,
4,40.7,114.0,Unhealthy for Sensitive Groups
2013-12-5,35.9,,
5,35.9,102.0,Unhealthy for Sensitive Groups
2013-12-6,25.2,,
6,25.2,79.0,Moderate
2013-12-7,35.9,,
7,35.9,102.0,Unhealthy for Sensitive Groups
2013-12-8,22.2,,
8,22.2,72.0,Moderate
2013-12-9,18.3,,
9,18.3,64.0,Moderate
2013-12-10,35.9,,
10,35.9,102.0,Unhealthy for Sensitive Groups
2013-12-11,21.7,,
11,21.7,71.0,Moderate
2013-12-12,25.9,,
12,25.9,80.0,Moderate
2013-12-13,22.2,,
13,22.2,72.0,Moderate
2013-12-14,29.4,,
14,29.4,87.0,Moderate
2013-12-15,24.1,,
15,24.1,76.0,Moderate
2013-12-16,35.9,,
16,35.9,102.0,Unhealthy for Sensitive Groups
2013-12-17,35.9,,
17,35.9,102.0,Unhealthy for Sensitive Groups
2013-12-18,29.4,,
18,29.4,87.0,Moderate
2013-12-19,25.9,,
19,25.9,80.0,Moderate
2013-12-20,32.4,,
20,32.4,94.0,Moderate
2013-12-21,16.5,,
21,16.5,60.0,Moderate
2013-12-22,31.7,,
22,31.7,92.0,Moderate
2013-12-23,46.5,,
23,46.5,128.0,Unhealthy for Sensitive Groups
2013-12-24,35.2,,
24,35.2,100.0,Moderate
2013-12-25,21.7,,
25,21.7,71.0,Moderate
2013-12-26,18.3,,
26,18.3,64.0,Moderate
2013-12-27,22.2,,
27,22.2,72.0,Moderate
2013-12-28,18.3,,
28,18.3,64.0,Moderate
2013-12-29,18.3,,
29,18.3,64.0,Moderate
2013-12-30,24.1,,
30,24.1,76.0,Moderate
2013-12-31,25.9,,
31,25.9,80.0,Moderate
2013-12-,27.7,,
,27.7,84.0,Moderate
