Date,PM2.5,AQI,AQI-Bucket
2013-01-1,18.3,,
1,18.3,64.0,Moderate
2013-01-2,27.8,,
2,27.8,84.0,Moderate
2013-01-3,20.6,,
3,20.6,69.0,Moderate
2013-01-4,14.8,,
4,14.8,57.0,Moderate
2013-01-5,22.2,,
5,22.2,72.0,Moderate
2013-01-6,-,,
6,,,Invalid
2013-01-7,16.5,,
7,16.5,60.0,Moderate
2013-01-8,16.5,,
8,16.5,60.0,Moderate
2013-01-9,14.8,,
9,14.8,57.0,Moderate
2013-01-10,18.3,,
10,18.3,64.0,Moderate
2013-01-11,18.3,,
11,18.3,64.0,Moderate
2013-01-12,33.5,,
12,33.5,96.0,Moderate
2013-01-13,18.3,,
13,18.3,64.0,Moderate
2013-01-14,20.6,,
14,20.6,69.0,Moderate
2013-01-15,18.3,,
15,18.3,64.0,Moderate
2013-01-16,16.5,,
16,16.5,60.0,Moderate
2013-01-17,27.8,,
17,27.8,84.0,Moderate
2013-01-18,22.2,,
18,22.2,72.0,Moderate
2013-01-19,16.5,,
19,16.5,60.0,Moderate
2013-01-20,25.9,,
20,25.9,80.0,Moderate
2013-01-21,18.3,,
21,18.3,64.0,Moderate
2013-01-22,20.6,,
22,20.6,69.0,Moderate
2013-01-23,29.4,,
23,29.4,87.0,Moderate
2013-01-24,29.4,,
24,29.4,87.0,Moderate
2013-01-25,22.2,,
25,22.2,72.0,Moderate
2013-01-26,18.3,,
26,18.3,64.0,Moderate
2013-01-27,20.6,,
27,20.6,69.0,Moderate
2013-01-28,22.2,,
28,22.2,72.0,Moderate
2013-01-29,18.3,,
29,18.3,64.0,Moderate
2013-01-30,14.8,,
30,14.8,57.0,Moderate
2013-01-31,24.1,,
31,24.1,76.0,Moderate
2013-01-,20.9,,
,20.9,70.0,Moderate
2013-02-1,29.4,,
1,29.4,87.0,Moderate
2013-02-2,27.8,,
2,27.8,84.0,Moderate
2013-02-3,37,,
3,37.0,105.0,Unhealthy for Sensitive Groups
2013-02-4,27.8,,
4,27.8,84.0,Moderate
2013-02-5,33.5,,
5,33.5,96.0,Moderate
2013-02-6,24.1,,
6,24.1,76.0,Moderate
2013-02-7,20.6,,
7,20.6,69.0,Moderate
2013-02-8,33.5,,
8,33.5,96.0,Moderate
2013-02-9,18.3,,
9,18.3,64.0,Moderate
2013-02-10,22.2,,
10,22.2,72.0,Moderate
2013-02-11,29.4,,
11,29.4,87.0,Moderate
2013-02-12,29.4,,
12,29.4,87.0,Moderate
2013-02-13,25.9,,
13,25.9,80.0,Moderate
2013-02-14,25.9,,
14,25.9,80.0,Moderate
2013-02-15,18.3,,
15,18.3,64.0,Moderate
2013-02-16,24.1,,
16,24.1,76.0,Moderate
2013-02-17,20.6,,
17,20.6,69.0,Moderate
2013-02-18,20.6,,
18,20.6,69.0,Moderate
2013-02-19,22.2,,
19,22.2,72.0,Moderate
2013-02-20,22.2,,
20,22.2,72.0,Moderate
2013-02-21,31.3,,
21,31.3,91.0,Moderate
2013-02-22,29.4,,
22,29.4,87.0,Moderate
2013-02-23,24.1,,
23,24.1,76.0,Moderate
2013-02-24,27.8,,
24,27.8,84.0,Moderate
2013-02-25,18.3,,
25,18.3,64.0,Moderate
2013-02-26,29.4,,
26,29.4,87.0,Moderate
2013-02-27,31.3,,
27,31.3,91.0,Moderate
2013-02-28,27.8,,
28,27.8,84.0,Moderate
2013-02-,26.2,,
,26.2,81.0,Moderate
2013-03-1,35.2,,
1,35.2,100.0,Moderate
2013-03-2,24.1,,
2,24.1,76.0,Moderate
2013-03-3,18.3,,
3,18.3,64.0,Moderate
2013-03-4,24.1,,
4,24.1,76.0,Moderate
2013-03-5,55.4,,
5,55.4,150.0,Unhealthy for Sensitive Groups
2013-03-6,38.9,,
6,38.9,109.0,Unhealthy for Sensitive Groups
2013-03-7,25.9,,
7,25.9,80.0,Moderate
2013-03-8,27.8,,
8,27.8,84.0,Moderate
2013-03-9,33.5,,
9,33.5,96.0,Moderate
2013-03-10,24.1,,
10,24.1,76.0,Moderate
2013-03-11,22.2,,
11,22.2,72.0,Moderate
2013-03-12,25.9,,
12,25.9,80.0,Moderate
2013-03-13,25.9,,
13,25.9,80.0,Moderate
2013-03-14,29.4,,
14,29.4,87.0,Moderate
2013-03-15,22.2,,
15,22.2,72.0,Moderate
2013-03-16,24.1,,
16,24.1,76.0,Moderate
2013-03-17,29.4,,
17,29.4,87.0,Moderate
2013-03-18,27.8,,
18,27.8,84.0,Moderate
2013-03-19,29.4,,
19,29.4,87.0,Moderate
2013-03-20,40.7,,
20,40.7,114.0,Unhealthy for Sensitive Groups
2013-03-21,29.4,,
21,29.4,87.0,Moderate
2013-03-22,33.5,,
22,33.5,96.0,Moderate
2013-03-23,33.5,,
23,33.5,96.0,Moderate
2013-03-24,29.4,,
24,29.4,87.0,Moderate
2013-03-25,22.2,,
25,22.2,72.0,Moderate
2013-03-26,25.9,,
26,25.9,80.0,Moderate
2013-03-27,35.2,,
27,35.2,100.0,Moderate
2013-03-28,33.5,,
28,33.5,96.0,Moderate
2013-03-29,27.8,,
29,27.8,84.0,Moderate
2013-03-30,25.9,,
30,25.9,80.0,Moderate
2013-03-31,29.4,,
31,29.4,87.0,Moderate
2013-03-,29.4,,
,29.4,87.0,Moderate
2013-04-1,33.5,,
1,33.5,96.0,Moderate
2013-04-2,33.5,,
2,33.5,96.0,Moderate
2013-04-3,29.4,,
3,29.4,87.0,Moderate
2013-04-4,31.3,,
4,31.3,91.0,Moderate
2013-04-5,27.8,,
5,27.8,84.0,Moderate
2013-04-6,37,,
6,37.0,105.0,Unhealthy for Sensitive Groups
2013-04-7,37,,
7,37.0,105.0,Unhealthy for Sensitive Groups
2013-04-8,55.4,,
8,55.4,150.0,Unhealthy for Sensitive Groups
2013-04-9,29.4,,
9,29.4,87.0,Moderate
2013-04-10,22.2,,
10,22.2,72.0,Moderate
2013-04-11,33.5,,
11,33.5,96.0,Moderate
2013-04-12,27.8,,
12,27.8,84.0,Moderate
2013-04-13,33.5,,
13,33.5,96.0,Moderate
2013-04-14,27.8,,
14,27.8,84.0,Moderate
2013-04-15,33.5,,
15,33.5,96.0,Moderate
2013-04-16,29.4,,
16,29.4,87.0,Moderate
2013-04-17,27.8,,
17,27.8,84.0,Moderate
2013-04-18,33.5,,
18,33.5,96.0,Moderate
2013-04-19,24.1,,
19,24.1,76.0,Moderate
2013-04-20,27.8,,
20,27.8,84.0,Moderate
2013-04-21,29.4,,
21,29.4,87.0,Moderate
2013-04-22,24.1,,
22,24.1,76.0,Moderate
2013-04-23,25.9,,
23,25.9,80.0,Moderate
2013-04-24,37,,
24,37.0,105.0,Unhealthy for Sensitive Groups
2013-04-25,37,,
25,37.0,105.0,Unhealthy for Sensitive Groups
2013-04-26,31.3,,
26,31.3,91.0,Moderate
2013-04-27,33.5,,
27,33.5,96.0,Moderate
2013-04-28,29.4,,
