Date,PM2.5,AQI,AQI-Bucket
13,11.1,46.0,Good
2023-11-14,22.2,,
14,22.2,72.0,Moderate
2023-11-15,14.8,,
15,14.8,57.0,Moderate
2023-11-16,11.1,,
16,11.1,46.0,Good
2023-11-17,22.2,,
17,22.2,72.0,Moderate
2023-11-18,11.1,,
18,11.1,46.0,Good
2023-11-19,14.8,,
19,14.8,57.0,Moderate
2023-11-20,22.2,,
20,22.2,72.0,Moderate
2023-11-21,14.8,,
21,14.8,57.0,Moderate
2023-11-22,14.8,,
22,14.8,57.0,Moderate
2023-11-23,7.6,,
23,7.6,32.0,Good
2023-11-24,18.3,,
24,18.3,64.0,Moderate
2023-11-25,22.2,,
25,22.2,72.0,Moderate
2023-11-26,22.2,,
26,22.2,72.0,Moderate
2023-11-27,22.2,,
27,22.2,72.0,Moderate
2023-11-28,18.3,,
28,18.3,64.0,Moderate
2023-11-29,11.1,,
29,11.1,46.0,Good
2023-11-30,7.6,,
30,7.6,32.0,Good
2023-11-,15,,
,15.0,57.0,Moderate
2023-12-1,22.2,,
1,22.2,72.0,Moderate
2023-12-2,18.3,,
2,18.3,64.0,Moderate
2023-12-3,18.3,,
3,18.3,64.0,Moderate
2023-12-4,11.1,,
4,11.1,46.0,Good
2023-12-5,14.8,,
5,14.8,57.0,Moderate
2023-12-6,18.3,,
6,18.3,64.0,Moderate
2023-12-7,18.3,,
7,18.3,64.0,Moderate
2023-12-8,11.1,,
8,11.1,46.0,Good
2023-12-9,14.8,,
9,14.8,57.0,Moderate
2023-12-10,11.1,,
10,11.1,46.0,Good
2023-12-11,14.8,,
11,14.8,57.0,Moderate
2023-12-12,11.1,,
12,11.1,46.0,Good
2023-12-13,11.1,,
13,11.1,46.0,Good
2023-12-14,11.1,,
14,11.1,46.0,Good
2023-12-15,7.6,,
15,7.6,32.0,Good
2023-12-16,14.8,,
16,14.8,57.0,Moderate
2023-12-17,14.8,,
17,14.8,57.0,Moderate
2023-12-18,33.5,,
18,33.5,96.0,Moderate
2023-12-19,18.3,,
19,18.3,64.0,Moderate
2023-12-20,14.8,,
20,14.8,57.0,Moderate
2023-12-21,7.6,,
21,7.6,32.0,Good
2023-12-22,14.8,,
22,14.8,57.0,Moderate
2023-12-23,22.2,,
23,22.2,72.0,Moderate
2023-12-24,25.9,,
24,25.9,80.0,Moderate
2023-12-25,-,,
25,,,Invalid
2023-12-26,-,,
26,,,Invalid
2023-12-27,18.3,,
27,18.3,64.0,Moderate
2023-12-28,10.7,,
28,10.7,45.0,Good
2023-12-29,10.7,,
29,10.7,45.0,Good
2023-12-30,14.8,,
30,14.8,57.0,Moderate
2023-12-31,11.1,,
31,11.1,46.0,Good
2023-12-,15.4,,
,15.4,58.0,Moderate
