Date,PM2.5,AQI,AQI-Bucket
2014-10-15,18.3,,
15,18.3,64.0,Moderate
2014-10-16,20.6,,
16,20.6,69.0,Moderate
2014-10-17,22.2,,
17,22.2,72.0,Moderate
2014-10-18,22.2,,
18,22.2,72.0,Moderate
2014-10-19,24.1,,
19,24.1,76.0,Moderate
2014-10-20,50.4,,
20,50.4,138.0,Unhealthy for Sensitive Groups
2014-10-21,25.9,,
21,25.9,80.0,Moderate
2014-10-22,20.6,,
22,20.6,69.0,Moderate
2014-10-23,22.2,,
23,22.2,72.0,Moderate
2014-10-24,18.3,,
24,18.3,64.0,Moderate
2014-10-25,14.8,,
25,14.8,57.0,Moderate
2014-10-26,22.2,,
26,22.2,72.0,Moderate
2014-10-27,24.1,,
27,24.1,76.0,Moderate
2014-10-28,18.3,,
28,18.3,64.0,Moderate
2014-10-29,20.6,,
29,20.6,69.0,Moderate
2014-10-30,20.6,,
30,20.6,69.0,Moderate
2014-10-31,35.2,,
31,35.2,100.0,Moderate
2014-10-,26.1,,
,26.1,80.0,Moderate
2014-11-1,27.8,,
1,27.8,84.0,Moderate
2014-11-2,18.3,,
2,18.3,64.0,Moderate
2014-11-3,29.4,,
3,29.4,87.0,Moderate
2014-11-4,25.9,,
4,25.9,80.0,Moderate
2014-11-5,46.9,,
5,46.9,129.0,Unhealthy for Sensitive Groups
2014-11-6,25.9,,
6,25.9,80.0,Moderate
2014-11-7,18.3,,
7,18.3,64.0,Moderate
2014-11-8,22.2,,
8,22.2,72.0,Moderate
2014-11-9,40.7,,
9,40.7,114.0,Unhealthy for Sensitive Groups
2014-11-10,22.2,,
10,22.2,72.0,Moderate
2014-11-11,18.3,,
11,18.3,64.0,Moderate
2014-11-12,18.3,,
12,18.3,64.0,Moderate
2014-11-13,24.1,,
13,24.1,76.0,Moderate
2014-11-14,25.9,,
14,25.9,80.0,Moderate
2014-11-15,18.3,,
15,18.3,64.0,Moderate
2014-11-16,16.5,,
16,16.5,60.0,Moderate
2014-11-17,18.3,,
17,18.3,64.0,Moderate
2014-11-18,22.2,,
18,22.2,72.0,Moderate
2014-11-19,14.8,,
19,14.8,57.0,Moderate
2014-11-20,32.4,,
20,32.4,94.0,Moderate
2014-11-21,18,,
21,18.0,63.0,Moderate
2014-11-22,18.3,,
22,18.3,64.0,Moderate
2014-11-23,22.2,,
23,22.2,72.0,Moderate
2014-11-24,22.2,,
24,22.2,72.0,Moderate
2014-11-25,18.3,,
25,18.3,64.0,Moderate
2014-11-26,22.2,,
26,22.2,72.0,Moderate
2014-11-27,25.2,,
27,25.2,79.0,Moderate
2014-11-28,20.6,,
28,20.6,69.0,Moderate
2014-11-29,20.6,,
29,20.6,69.0,Moderate
2014-11-30,25.9,,
30,25.9,80.0,Moderate
2014-11-,23.3,,
,23.3,75.0,Moderate
2014-12-1,18.3,,
1,18.3,64.0,Moderate
2014-12-2,18.3,,
2,18.3,64.0,Moderate
2014-12-3,20.6,,
3,20.6,69.0,Moderate
2014-12-4,18.3,,
4,18.3,64.0,Moderate
2014-12-5,18.3,,
5,18.3,64.0,Moderate
2014-12-6,18.3,,
6,18.3,64.0,Moderate
2014-12-7,18.3,,
7,18.3,64.0,Moderate
2014-12-8,11.1,,
8,11.1,46.0,Good
2014-12-9,13,,
9,13.0,53.0,Moderate
2014-12-10,22.2,,
10,22.2,72.0,Moderate
2014-12-11,22.2,,
11,22.2,72.0,Moderate
2014-12-12,20.6,,
12,20.6,69.0,Moderate
2014-12-13,24.1,,
13,24.1,76.0,Moderate
2014-12-14,16.5,,
14,16.5,60.0,Moderate
2014-12-15,16.5,,
15,16.5,60.0,Moderate
2014-12-16,14.8,,
16,14.8,57.0,Moderate
2014-12-17,14.8,,
17,14.8,57.0,Moderate
2014-12-18,11.1,,
18,11.1,46.0,Good
2014-12-19,14.8,,
19,14.8,57.0,Moderate
2014-12-20,20.6,,
20,20.6,69.0,Moderate
2014-12-21,18.3,,
21,18.3,64.0,Moderate
2014-12-22,16.5,,
22,16.5,60.0,Moderate
2014-12-23,22.2,,
23,22.2,72.0,Moderate
2014-12-24,31.7,,
24,31.7,92.0,Moderate
2014-12-25,22.2,,
25,22.2,72.0,Moderate
2014-12-26,25.9,,
26,25.9,80.0,Moderate
2014-12-27,14.4,,
27,14.4,56.0,Moderate
2014-12-28,18.3,,
28,18.3,64.0,Moderate
2014-12-29,22.2,,
29,22.2,72.0,Moderate
2014-12-30,22.2,,
30,22.2,72.0,Moderate
2014-12-31,-,,
31,,,Invalid
2014-12-,18.9,,
,18.9,65.0,Moderate
