Date,PM2.5,AQI,AQI-Bucket
2024-10-28,14.8,,
28,14.8,57.0,Moderate
2024-10-29,14.8,,
29,14.8,57.0,Moderate
2024-10-30,18.3,,
30,18.3,64.0,Moderate
2024-10-31,11.1,,
31,11.1,46.0,Good
2024-10-,15.6,,
,15.6,58.0,Moderate
2024-11-1,14.8,,
1,14.8,57.0,Moderate
2024-11-2,14.8,,
2,14.8,57.0,Moderate
2024-11-3,14.8,,
3,14.8,57.0,Moderate
2024-11-4,11.1,,
4,11.1,46.0,Good
2024-11-5,14.8,,
5,14.8,57.0,Moderate
2024-11-6,14.8,,
6,14.8,57.0,Moderate
2024-11-7,18.3,,
7,18.3,64.0,Moderate
2024-11-8,11.1,,
8,11.1,46.0,Good
2024-11-9,14.8,,
9,14.8,57.0,Moderate
2024-11-10,11.1,,
10,11.1,46.0,Good
2024-11-11,14.8,,
11,14.8,57.0,Moderate
2024-11-12,14.8,,
12,14.8,57.0,Moderate
2024-11-13,14.8,,
13,14.8,57.0,Moderate
2024-11-14,11.1,,
14,11.1,46.0,Good
2024-11-15,14.8,,
15,14.8,57.0,Moderate
2024-11-16,18.3,,
16,18.3,64.0,Moderate
2024-11-17,18.3,,
17,18.3,64.0,Moderate
2024-11-18,-,,
18,,,Invalid
2024-11-19,-,,
19,,,Invalid
2024-11-20,-,,
20,,,Invalid
2024-11-21,-,,
21,,,Invalid
2024-11-22,14.8,,
22,14.8,57.0,Moderate
2024-11-23,22.2,,
23,22.2,72.0,Moderate
2024-11-24,7.6,,
24,7.6,32.0,Good
2024-11-25,11.1,,
25,11.1,46.0,Good
2024-11-26,22.2,,
26,22.2,72.0,Moderate
2024-11-27,14.8,,
27,14.8,57.0,Moderate
2024-11-28,11.1,,
28,11.1,46.0,Good
2024-11-29,11.1,,
29,11.1,46.0,Good
2024-11-30,18.3,,
30,18.3,64.0,Moderate
2024-11-,14.6,,
,14.6,56.0,Moderate
2024-12-1,-,,
1,,,Invalid
2024-12-2,11.1,,
2,11.1,46.0,Good
2024-12-3,25.9,,
3,25.9,80.0,Moderate
2024-12-4,25.9,,
4,25.9,80.0,Moderate
2024-12-5,14.8,,
5,14.8,57.0,Moderate
2024-12-6,11.1,,
6,11.1,46.0,Good
2024-12-7,11.1,,
7,11.1,46.0,Good
2024-12-8,11.1,,
8,11.1,46.0,Good
2024-12-9,11.1,,
9,11.1,46.0,Good
2024-12-10,14.8,,
10,14.8,57.0,Moderate
2024-12-11,14.8,,
11,14.8,57.0,Moderate
2024-12-12,14.8,,
12,14.8,57.0,Moderate
2024-12-13,29.4,,
13,29.4,87.0,Moderate
2024-12-14,22.2,,
14,22.2,72.0,Moderate
2024-12-15,7.6,,
15,7.6,32.0,Good
2024-12-16,11.1,,
16,11.1,46.0,Good
2024-12-17,18.3,,
17,18.3,64.0,Moderate
2024-12-18,22.2,,
18,22.2,72.0,Moderate
2024-12-19,18.3,,
19,18.3,64.0,Moderate
2024-12-20,25.9,,
20,25.9,80.0,Moderate
2024-12-21,22.2,,
21,22.2,72.0,Moderate
2024-12-22,11.1,,
22,11.1,46.0,Good
2024-12-23,11.1,,
23,11.1,46.0,Good
2024-12-24,22.2,,
24,22.2,72.0,Moderate
2024-12-25,22.2,,
25,22.2,72.0,Moderate
2024-12-26,18.3,,
26,18.3,64.0,Moderate
2024-12-27,11.1,,
27,11.1,46.0,Good
2024-12-28,11.1,,
28,11.1,46.0,Good
2024-12-29,14.8,,
29,14.8,57.0,Moderate
2024-12-30,14.8,,
30,14.8,57.0,Moderate
2024-12-31,14.8,,
31,14.8,57.0,Moderate
2024-12-,16.5,,
,16.5,60.0,Moderate
